new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
556,16308,Housing,1,Robinia pseudoacacia,False Acacia,11,7,96,Mature,-0.183075,51.550961,"(51.550961, -0.183075)",/content/drive/MyDrive/data/sample_image/556.png
575,23422,Parks,1,Robinia pseudoacacia,False Acacia,6,3,13,Semi-mature,-0.133943,51.54082,"(51.54082, -0.133943)",/content/drive/MyDrive/data/sample_image/575.png
584,2473,Highways,1,Robinia pseudoacacia,False Acacia,16,8,48,Mature,-0.138592,51.523636,"(51.523636, -0.138592)",/content/drive/MyDrive/data/sample_image/584.png
616,20049,Parks,1,Robinia pseudoacacia,False Acacia,12,7,42,Mature,-0.129039,51.532462,"(51.532462, -0.129039)",/content/drive/MyDrive/data/sample_image/616.png
851,14131,Parks,1,Robinia pseudoacacia,False Acacia,7,4,86,Veteran,-0.155298,51.540902,"(51.540902, -0.155298)",/content/drive/MyDrive/data/sample_image/851.png
852,12974,Highways,1,Robinia pseudoacacia,False Acacia,17,8,47,Mature,-0.116285,51.520094,"(51.520094, -0.116285)",/content/drive/MyDrive/data/sample_image/852.png
853,18583,Parks,1,Robinia pseudoacacia,False Acacia,13,8,60,Semi-mature,-0.122024,51.521568,"(51.521568, -0.122024)",/content/drive/MyDrive/data/sample_image/853.png
856,4664,Housing,1,Robinia pseudoacacia,False Acacia,17,6,39,Semi-mature,-0.134352,51.534494,"(51.534494, -0.134352)",/content/drive/MyDrive/data/sample_image/856.png
984,14499,Housing,1,Robinia pseudoacacia,False Acacia,16,11,70,Late mature,-0.140387,51.529243,"(51.529243, -0.140387)",/content/drive/MyDrive/data/sample_image/984.png
2505,256,Housing,1,Robinia pseudoacacia,False Acacia,6,3,10,Semi-mature,-0.184176,51.539715,"(51.539715, -0.184176)",/content/drive/MyDrive/data/sample_image/2689.png
2506,283,Parks,1,Robinia pseudoacacia,False Acacia,15,5,23,Mature,-0.134429,51.547379,"(51.547379, -0.134429)",/content/drive/MyDrive/data/sample_image/2690.png
2507,296,Parks,1,Robinia pseudoacacia,False Acacia,20,9,70,Mature,-0.136574,51.533473,"(51.533473, -0.136574)",/content/drive/MyDrive/data/sample_image/2691.png
2508,380,Highways,1,Robinia pseudoacacia,False Acacia,16,8,45,Mature,-0.180154,51.559371,"(51.559371, -0.180154)",/content/drive/MyDrive/data/sample_image/2692.png
2509,432,Housing,1,Robinia pseudoacacia,False Acacia,17,7,41,Mature,-0.183005,51.539976,"(51.539976, -0.183005)",/content/drive/MyDrive/data/sample_image/2693.png
2510,536,Highways,1,Robinia pseudoacacia,False Acacia,13,13,48,Mature,-0.141981,51.564423,"(51.564423, -0.141981)",/content/drive/MyDrive/data/sample_image/2694.png
2511,572,Housing,1,Robinia pseudoacacia,False Acacia,13,1,20,Semi-mature,-0.189065,51.536232,"(51.536232, -0.189065)",/content/drive/MyDrive/data/sample_image/2695.png
2512,620,Parks,1,Robinia pseudoacacia,False Acacia,3,1.5,4,Young,-0.148815,51.547313,"(51.547313, -0.148815)",/content/drive/MyDrive/data/sample_image/2696.png
2513,696,Highways,1,Robinia pseudoacacia,False Acacia,16,9,56,Late mature,-0.11834,51.522503,"(51.522503, -0.11834)",/content/drive/MyDrive/data/sample_image/2697.png
2514,789,Parks,1,Robinia pseudoacacia,False Acacia,20,9,55,Mature,-0.122254,51.52479,"(51.52479, -0.122254)",/content/drive/MyDrive/data/sample_image/2698.png
2515,909,Housing,1,Robinia pseudoacacia,False Acacia,14,6,30,Semi-mature,-0.130216,51.542068,"(51.542068, -0.130216)",/content/drive/MyDrive/data/sample_image/2700.png
2516,916,Housing,1,Robinia pseudoacacia,False Acacia,15,6,43,Mature,-0.135427,51.536813,"(51.536813, -0.135427)",/content/drive/MyDrive/data/sample_image/2701.png
2517,921,Highways,1,Robinia pseudoacacia,False Acacia,8,5,42,Semi-mature,-0.19919,51.550474,"(51.550474, -0.19919)",/content/drive/MyDrive/data/sample_image/2702.png
2518,1084,Parks,1,Robinia pseudoacacia,False Acacia,14,8,45,Mature,-0.129023,51.532447,"(51.532447, -0.129023)",/content/drive/MyDrive/data/sample_image/2703.png
2519,1102,Highways,1,Robinia pseudoacacia,False Acacia,4,4,7,Young,-0.116163,51.52022,"(51.52022, -0.116163)",/content/drive/MyDrive/data/sample_image/2704.png
2520,1164,Housing,1,Robinia pseudoacacia,False Acacia,9,8,48,Mature,-0.142117,51.526949,"(51.526949, -0.142117)",/content/drive/MyDrive/data/sample_image/2705.png
2521,1168,Parks,1,Robinia pseudoacacia,False Acacia,17,7,45,Mature,-0.125511,51.522197,"(51.522197, -0.125511)",/content/drive/MyDrive/data/sample_image/2706.png
2522,1183,Highways,1,Robinia pseudoacacia,False Acacia,17,7,50,Late mature,-0.117903,51.522527,"(51.522527, -0.117903)",/content/drive/MyDrive/data/sample_image/2707.png
2523,1187,Housing,1,Robinia pseudoacacia,False Acacia,10,5,38,Semi-mature,-0.148158,51.551388,"(51.551388, -0.148158)",/content/drive/MyDrive/data/sample_image/2708.png
2524,1233,Housing,1,Robinia pseudoacacia,False Acacia,22,11,90,Mature,-0.132205,51.545472,"(51.545472, -0.132205)",/content/drive/MyDrive/data/sample_image/2709.png
2525,1263,Housing,1,Robinia pseudoacacia,False Acacia,14,6,36,Mature,-0.141432,51.563189,"(51.563189, -0.141432)",/content/drive/MyDrive/data/sample_image/2710.png
2526,1329,Highways,1,Robinia pseudoacacia,False Acacia,6,5,18,Semi-mature,-0.174536,51.54374,"(51.54374, -0.174536)",/content/drive/MyDrive/data/sample_image/2711.png
2527,1381,Highways,1,Robinia pseudoacacia,False Acacia,14,6,22,Semi-mature,-0.11563,51.519366,"(51.519366, -0.11563)",/content/drive/MyDrive/data/sample_image/2715.png
2528,1400,Highways,1,Robinia pseudoacacia,False Acacia,18,8,49,Mature,-0.138702,51.523735,"(51.523735, -0.138702)",/content/drive/MyDrive/data/sample_image/2716.png
2529,1441,Highways,1,Robinia pseudoacacia,False Acacia,6,5,18,Semi-mature,-0.134657,51.519388,"(51.519388, -0.134657)",/content/drive/MyDrive/data/sample_image/2717.png
2530,1545,Housing,1,Robinia pseudoacacia,False Acacia,12,7,35,Mature,-0.147126,51.545746,"(51.545746, -0.147126)",/content/drive/MyDrive/data/sample_image/2718.png
2531,1547,Housing,1,Robinia pseudoacacia,False Acacia,19,9,5,Mature,-0.148654,51.545559,"(51.545559, -0.148654)",/content/drive/MyDrive/data/sample_image/2719.png
2532,1586,Highways,1,Robinia pseudoacacia,False Acacia,16,9,52,Mature,-0.138772,51.523803,"(51.523803, -0.138772)",/content/drive/MyDrive/data/sample_image/2720.png
2533,1622,Parks,1,Robinia pseudoacacia,False Acacia,9,5,65,Mature,-0.162612,51.54672,"(51.54672, -0.162612)",/content/drive/MyDrive/data/sample_image/2721.png
2534,1729,Highways,1,Robinia pseudoacacia,False Acacia,18,8,32,Semi-mature,-0.115538,51.51923,"(51.51923, -0.115538)",/content/drive/MyDrive/data/sample_image/2722.png
2535,1738,Highways,1,Robinia pseudoacacia,False Acacia,16,10,57,Mature,-0.13857,51.523608,"(51.523608, -0.13857)",/content/drive/MyDrive/data/sample_image/2723.png
2536,1801,Housing,1,Robinia pseudoacacia,False Acacia,13,10,63,Mature,-0.157739,51.543941,"(51.543941, -0.157739)",/content/drive/MyDrive/data/sample_image/2724.png
2537,1852,Housing,1,Robinia pseudoacacia,False Acacia,17,9,36,Semi-mature,-0.148675,51.544895,"(51.544895, -0.148675)",/content/drive/MyDrive/data/sample_image/2725.png
2538,2040,Housing,1,Robinia pseudoacacia,False Acacia,15,6,40,Mature,-0.194097,51.55382,"(51.55382, -0.194097)",/content/drive/MyDrive/data/sample_image/2726.png
2539,2088,Highways,1,Robinia pseudoacacia,False Acacia,4,3,11,Young,-0.146214,51.55686,"(51.55686, -0.146214)",/content/drive/MyDrive/data/sample_image/2727.png
2540,2163,Housing,1,Robinia pseudoacacia,False Acacia,22,7,55,Mature,-0.147146,51.545803,"(51.545803, -0.147146)",/content/drive/MyDrive/data/sample_image/2728.png
2541,2499,Highways,1,Robinia pseudoacacia,False Acacia,14,10,41,Mature,-0.194316,51.542152,"(51.542152, -0.194316)",/content/drive/MyDrive/data/sample_image/2729.png
2542,2595,Housing,1,Robinia pseudoacacia,False Acacia,17,12,67,Mature,-0.160044,51.550697,"(51.550697, -0.160044)",/content/drive/MyDrive/data/sample_image/2730.png
2543,2621,Housing,1,Robinia pseudoacacia,False Acacia,19,7,51,Mature,-0.148801,51.545326,"(51.545326, -0.148801)",/content/drive/MyDrive/data/sample_image/2731.png
2544,2626,Housing,1,Robinia pseudoacacia,False Acacia,11,6,41,Semi-mature,-0.142617,51.536396,"(51.536396, -0.142617)",/content/drive/MyDrive/data/sample_image/2732.png
2545,2686,Housing,1,Robinia pseudoacacia,False Acacia,15,9,56,Mature,-0.149179,51.55165,"(51.55165, -0.149179)",/content/drive/MyDrive/data/sample_image/2733.png
2546,2728,Highways,1,Robinia pseudoacacia,False Acacia,10,7,25,Semi-mature,-0.119119,51.522301,"(51.522301, -0.119119)",/content/drive/MyDrive/data/sample_image/2734.png
2547,2738,Housing,1,Robinia pseudoacacia,False Acacia,7,4,15,Semi-mature,-0.184209,51.539622,"(51.539622, -0.184209)",/content/drive/MyDrive/data/sample_image/2735.png
2548,3112,Highways,1,Robinia pseudoacacia,False Acacia,18,10,36,Mature,-0.117938,51.522577,"(51.522577, -0.117938)",/content/drive/MyDrive/data/sample_image/2736.png
2549,3122,Parks,1,Robinia pseudoacacia,False Acacia,15,8,40,Semi-mature,-0.147287,51.557281,"(51.557281, -0.147287)",/content/drive/MyDrive/data/sample_image/2738.png
2550,3197,Highways,1,Robinia pseudoacacia,False Acacia,15,7,41,Mature,-0.122657,51.528336,"(51.528336, -0.122657)",/content/drive/MyDrive/data/sample_image/2740.png
2551,3213,Housing,1,Robinia pseudoacacia,False Acacia,10,8,30,Mature,-0.141193,51.531132,"(51.531132, -0.141193)",/content/drive/MyDrive/data/sample_image/2741.png
2552,3257,Parks,1,Robinia pseudoacacia,False Acacia,15,9,52,Mature,-0.131694,51.544832,"(51.544832, -0.131694)",/content/drive/MyDrive/data/sample_image/2743.png
2553,3269,Parks,1,Robinia pseudoacacia,False Acacia,15,7,314,Semi-mature,-0.146184,51.569887,"(51.569887, -0.146184)",/content/drive/MyDrive/data/sample_image/2744.png
2554,3330,Parks,1,Robinia pseudoacacia,False Acacia,15,8,43,Mature,-0.133745,51.540846,"(51.540846, -0.133745)",/content/drive/MyDrive/data/sample_image/2745.png
2555,3341,Housing,1,Robinia pseudoacacia,False Acacia,12,6,35,Mature,-0.140924,51.563651,"(51.563651, -0.140924)",/content/drive/MyDrive/data/sample_image/2747.png
2556,3438,Highways,1,Robinia pseudoacacia,False Acacia,14,7,18,Semi-mature,-0.158547,51.55572,"(51.55572, -0.158547)",/content/drive/MyDrive/data/sample_image/2749.png
2557,3442,Highways,1,Robinia pseudoacacia,False Acacia,15,10,58,Mature,-0.172727,51.546362,"(51.546362, -0.172727)",/content/drive/MyDrive/data/sample_image/2750.png
2558,3489,Highways,1,Robinia pseudoacacia,False Acacia,7,4,18,Semi-mature,-0.116461,51.520394,"(51.520394, -0.116461)",/content/drive/MyDrive/data/sample_image/2751.png
2559,3505,Highways,1,Robinia pseudoacacia,False Acacia,11,7,42,Semi-mature,-0.136673,51.545753,"(51.545753, -0.136673)",/content/drive/MyDrive/data/sample_image/2752.png
2560,3568,Housing,1,Robinia pseudoacacia,False Acacia,12,4,28,Semi-mature,-0.127758,51.542497,"(51.542497, -0.127758)",/content/drive/MyDrive/data/sample_image/2753.png
2561,3673,Highways,1,Robinia pseudoacacia,False Acacia,20,8,68,Mature,-0.160844,51.552351,"(51.552351, -0.160844)",/content/drive/MyDrive/data/sample_image/2754.png
2562,3703,Housing,1,Robinia pseudoacacia,False Acacia,6,3,9,Young,-0.182916,51.539993,"(51.539993, -0.182916)",/content/drive/MyDrive/data/sample_image/2755.png
2563,3942,Highways,1,Robinia pseudoacacia,False Acacia,15,7,38,Mature,-0.132063,51.531409,,/content/drive/MyDrive/data/sample_image/2757.png
2564,3961,Housing,1,Robinia pseudoacacia,False Acacia,6,3,15,Semi-mature,-0.154654,51.543494,,/content/drive/MyDrive/data/sample_image/2759.png
2565,3966,Housing,1,Robinia pseudoacacia,False Acacia,5,3,12,Semi-mature,-0.154627,51.543466,,/content/drive/MyDrive/data/sample_image/2760.png
2566,3999,Highways,1,Robinia pseudoacacia,False Acacia,13,7,48,Mature,-0.170668,51.548556,,/content/drive/MyDrive/data/sample_image/2761.png
2567,4038,Parks,1,Robinia pseudoacacia,False Acacia,15,8,40,Mature,-0.133706,51.540839,,/content/drive/MyDrive/data/sample_image/2762.png
2568,4089,Housing,1,Robinia pseudoacacia,False Acacia,20,14,81,Mature,-0.192214,51.555776,,/content/drive/MyDrive/data/sample_image/2763.png
2569,4244,Parks,1,Robinia pseudoacacia,False Acacia,15,8,50,Mature,-0.129008,51.532413,,/content/drive/MyDrive/data/sample_image/2765.png
2570,4263,Housing,1,Robinia pseudoacacia,False Acacia,17,8,47,Mature,-0.128862,51.532775,,/content/drive/MyDrive/data/sample_image/2766.png
2571,4270,Housing,1,Robinia pseudoacacia,False Acacia,15,3,33,Semi-mature,-0.130224,51.542102,,/content/drive/MyDrive/data/sample_image/2767.png
2572,4346,Parks,1,Robinia pseudoacacia,False Acacia,10,7,39,Mature,-0.198527,51.548659,,/content/drive/MyDrive/data/sample_image/2768.png
2573,4534,Housing,1,Robinia pseudoacacia,False Acacia,12,6,39,Semi-mature,-0.147096,51.545607,,/content/drive/MyDrive/data/sample_image/2769.png
2574,4888,Housing,1,Robinia pseudoacacia,False Acacia,16,7,47,Mature,-0.146543,51.544853,,/content/drive/MyDrive/data/sample_image/2770.png
2575,4948,Housing,1,Robinia pseudoacacia,False Acacia,9,6,25,Semi-mature,-0.181669,51.540348,,/content/drive/MyDrive/data/sample_image/2771.png
2576,4978,Housing,1,Robinia pseudoacacia,False Acacia,9,5,15,Semi-mature,-0.199328,51.545559,,/content/drive/MyDrive/data/sample_image/2772.png
2577,5053,Housing,1,Robinia pseudoacacia,False Acacia,15,7,48,Mature,-0.147843,51.545006,,/content/drive/MyDrive/data/sample_image/2773.png
2578,5060,Housing,1,Robinia pseudoacacia,False Acacia,17,10,49,Mature,-0.182978,51.539936,,/content/drive/MyDrive/data/sample_image/2774.png
2579,5223,Housing,1,Robinia pseudoacacia,False Acacia,14,9,53,Mature,-0.158472,51.544014,,/content/drive/MyDrive/data/sample_image/2775.png
2580,5231,Housing,1,Robinia pseudoacacia,False Acacia,13,8,50,Mature,-0.140505,51.544792,,/content/drive/MyDrive/data/sample_image/2776.png
2581,5264,Housing,1,Robinia pseudoacacia,False Acacia,12,5,23,Semi-mature,-0.164815,51.551428,,/content/drive/MyDrive/data/sample_image/2777.png
2582,5288,Housing,1,Robinia pseudoacacia,False Acacia,18,15,93,Mature,-0.141334,51.528221,,/content/drive/MyDrive/data/sample_image/2778.png
2583,5327,Highways,1,Robinia pseudoacacia,False Acacia,9,7,52,Semi-mature,-0.148227,51.550474,,/content/drive/MyDrive/data/sample_image/2779.png
2584,5452,Highways,1,Robinia pseudoacacia,False Acacia,13,6,39,Mature,-0.187682,51.539972,,/content/drive/MyDrive/data/sample_image/2780.png
2585,5513,Parks,1,Robinia pseudoacacia,False Acacia,15,10,48,Mature,-0.198616,51.548724,,/content/drive/MyDrive/data/sample_image/2781.png
2586,5531,Highways,1,Robinia pseudoacacia,False Acacia,22,18,74,Late mature,-0.116083,51.520091,,/content/drive/MyDrive/data/sample_image/2782.png
2587,5617,Highways,1,Robinia pseudoacacia,False Acacia,10,6,44,Mature,-0.189435,51.544181,,/content/drive/MyDrive/data/sample_image/2783.png
16,11091,Housing,1,Sorbus aria,Whitebeam,10,6,32,Semi-mature,-0.147559,51.548529,"(51.548529, -0.147559)",/content/drive/MyDrive/data/sample_image/16.png
41,15728,Housing,1,Sorbus aria,Whitebeam,6,7,37,Mature,-0.175826,51.54061,"(51.54061, -0.175826)",/content/drive/MyDrive/data/sample_image/41.png
81,12483,Highways,1,Sorbus aria,Whitebeam,13,6,30,Semi-mature,-0.121989,51.523066,"(51.523066, -0.121989)",/content/drive/MyDrive/data/sample_image/81.png
150,10418,Housing,1,Sorbus aria,Whitebeam,6,6,26,Semi-mature,-0.163634,51.552156,"(51.552156, -0.163634)",/content/drive/MyDrive/data/sample_image/150.png
201,728,Housing,1,Sorbus aria,Whitebeam,10,6,44,Mature,-0.116696,51.521909,"(51.521909, -0.116696)",/content/drive/MyDrive/data/sample_image/201.png
244,14415,Highways,1,Sorbus aria,Whitebeam,13,9,45,Mature,-0.126226,51.527433,"(51.527433, -0.126226)",/content/drive/MyDrive/data/sample_image/244.png
266,13197,Housing,1,Sorbus aria,Whitebeam,7,6,32,Semi-mature,-0.145158,51.555095,"(51.555095, -0.145158)",/content/drive/MyDrive/data/sample_image/266.png
286,9785,Highways,1,Sorbus aria,Whitebeam,6,3,21,Semi-mature,-0.172593,51.559806,"(51.559806, -0.172593)",/content/drive/MyDrive/data/sample_image/286.png
290,13170,Housing,1,Sorbus aria,Whitebeam,14,10,54,Mature,-0.189171,51.536834,"(51.536834, -0.189171)",/content/drive/MyDrive/data/sample_image/290.png
327,13777,Highways,1,Sorbus aria,Whitebeam,13,6,46,Mature,-0.188311,51.537696,"(51.537696, -0.188311)",/content/drive/MyDrive/data/sample_image/327.png
491,16050,Highways,1,Sorbus aria,Whitebeam,4,3,7,Semi-mature,-0.145258,51.542986,"(51.542986, -0.145258)",/content/drive/MyDrive/data/sample_image/491.png
600,5765,Highways,1,Sorbus aria,Whitebeam,10,5,40,Mature,-0.18426,51.540475,"(51.540475, -0.18426)",/content/drive/MyDrive/data/sample_image/600.png
608,10296,Highways,1,Sorbus aria,Whitebeam,6,3,21,Semi-mature,-0.137101,51.550348,"(51.550348, -0.137101)",/content/drive/MyDrive/data/sample_image/608.png
887,5512,Highways,1,Sorbus aria,Whitebeam,6,3,16,Semi-mature,-0.138998,51.553426,"(51.553426, -0.138998)",/content/drive/MyDrive/data/sample_image/887.png
888,17590,Highways,1,Sorbus aria,Whitebeam,10,4,30,Semi-mature,-0.189473,51.552013,"(51.552013, -0.189473)",/content/drive/MyDrive/data/sample_image/888.png
889,9234,Highways,1,Sorbus aria,Whitebeam,13,9,34,Mature,-0.124819,51.522362,"(51.522362, -0.124819)",/content/drive/MyDrive/data/sample_image/889.png
890,22267,Housing,1,Sorbus aria,Whitebeam,8,6,35,Mature,-0.145295,51.555244,"(51.555244, -0.145295)",/content/drive/MyDrive/data/sample_image/890.png
949,24400,Highways,1,Sorbus aria,Whitebeam,9,8,44,Mature,-0.148699,51.546358,"(51.546358, -0.148699)",/content/drive/MyDrive/data/sample_image/949.png
950,14089,Highways,1,Sorbus aria,Whitebeam,8,4,35,Mature,-0.193479,51.543049,"(51.543049, -0.193479)",/content/drive/MyDrive/data/sample_image/950.png
951,22556,Highways,1,Sorbus aria,Whitebeam,10,6,40,Semi-mature,-0.124299,51.528353,"(51.528353, -0.124299)",/content/drive/MyDrive/data/sample_image/951.png
2588,10,Highways,1,Sorbus aria,Whitebeam,8,4,26,Semi-mature,-0.128271,51.52378,"(51.548529, -0.147559)",/content/drive/MyDrive/data/sample_image/2785.png
2589,317,Highways,1,Sorbus aria,Whitebeam,9,4,15,Semi-mature,-0.12302,51.522771,"(51.548529, -0.147559)",/content/drive/MyDrive/data/sample_image/2786.png
2590,364,Highways,1,Sorbus aria,Whitebeam,9,5,44,Mature,-0.136447,51.54691,"(51.548529, -0.147559)",/content/drive/MyDrive/data/sample_image/2787.png
2591,421,Housing,1,Sorbus aria,Whitebeam,10,7,35,Mature,-0.142366,51.534706,"(51.548529, -0.147559)",/content/drive/MyDrive/data/sample_image/2788.png
2592,424,Housing,1,Sorbus aria,Whitebeam,10,10,50,Mature,-0.15615,51.548643,"(51.54061, -0.175826)",/content/drive/MyDrive/data/sample_image/2789.png
2593,503,Housing,1,Sorbus aria,Whitebeam,9,6,46,Mature,-0.14255,51.534639,"(51.54061, -0.175826)",/content/drive/MyDrive/data/sample_image/2790.png
2594,757,Housing,1,Sorbus aria,Whitebeam,8,5,37,Mature,-0.200261,51.548851,"(51.54061, -0.175826)",/content/drive/MyDrive/data/sample_image/2791.png
2595,776,Housing,1,Sorbus aria,Whitebeam,13,6,38,Mature,-0.148828,51.551671,"(51.54061, -0.175826)",/content/drive/MyDrive/data/sample_image/2792.png
2596,780,Housing,1,Sorbus aria,Whitebeam,10,11,64,Mature,-0.191846,51.539004,"(51.523066, -0.121989)",/content/drive/MyDrive/data/sample_image/2793.png
2597,813,Housing,1,Sorbus aria,Whitebeam,10,10,40,Mature,-0.128795,51.529729,"(51.523066, -0.121989)",/content/drive/MyDrive/data/sample_image/2795.png
2598,849,Highways,1,Sorbus aria,Whitebeam,6,4,17,Semi-mature,-0.206576,51.554707,"(51.523066, -0.121989)",/content/drive/MyDrive/data/sample_image/2796.png
2599,890,Housing,1,Sorbus aria,Whitebeam,9,7,46,Mature,-0.152581,51.551667,"(51.552156, -0.163634)",/content/drive/MyDrive/data/sample_image/2797.png
2600,913,Highways,1,Sorbus aria,Whitebeam,7,4,31,Mature,-0.143127,51.545655,"(51.552156, -0.163634)",/content/drive/MyDrive/data/sample_image/2798.png
2601,1022,Highways,1,Sorbus aria,Whitebeam,10,8,49,Semi-mature,-0.19276,51.550052,"(51.552156, -0.163634)",/content/drive/MyDrive/data/sample_image/2799.png
2602,1081,Highways,1,Sorbus aria,Whitebeam,4,4,12,Semi-mature,-0.145496,51.542998,"(51.552156, -0.163634)",/content/drive/MyDrive/data/sample_image/2800.png
2603,1215,Highways,1,Sorbus aria,Whitebeam,10,8,35,Mature,-0.138429,51.547887,"(51.555021, -0.205032)",/content/drive/MyDrive/data/sample_image/2801.png
2604,1216,Housing,1,Sorbus aria,Whitebeam,10,5,28,Semi-mature,-0.188466,51.538639,"(51.555021, -0.205032)",/content/drive/MyDrive/data/sample_image/2802.png
2605,1355,Parks,1,Sorbus aria,Whitebeam,7,5,16,Semi-mature,-0.154898,51.541229,"(51.555021, -0.205032)",/content/drive/MyDrive/data/sample_image/2803.png
2606,1367,Housing,1,Sorbus aria,Whitebeam,10,6,21,Mature,-0.20196,51.550049,"(51.555021, -0.205032)",/content/drive/MyDrive/data/sample_image/2804.png
2607,1608,Parks,1,Sorbus aria,Whitebeam,7,3,18,Semi-mature,-0.196466,51.549631,"(51.521909, -0.116696)",/content/drive/MyDrive/data/sample_image/2805.png
2608,1662,Housing,1,Sorbus aria,Whitebeam,8,6,36,Mature,-0.152408,51.551469,"(51.521909, -0.116696)",/content/drive/MyDrive/data/sample_image/2806.png
2609,1688,Highways,1,Sorbus aria,Whitebeam,7,5,29,Semi-mature,-0.197623,51.558661,"(51.521909, -0.116696)",/content/drive/MyDrive/data/sample_image/2807.png
2610,1782,Housing,1,Sorbus aria,Whitebeam,14,11,46,Mature,-0.189171,51.536788,"(51.521909, -0.116696)",/content/drive/MyDrive/data/sample_image/2808.png
2611,1865,Housing,1,Sorbus aria,Whitebeam,9,7,49,Mature,-0.145684,51.554268,"(51.527433, -0.126226)",/content/drive/MyDrive/data/sample_image/2809.png
2612,2002,Housing,1,Sorbus aria,Whitebeam,11,7,36,Mature,-0.175864,51.542348,"(51.527433, -0.126226)",/content/drive/MyDrive/data/sample_image/2810.png
2613,2019,Housing,1,Sorbus aria,Whitebeam,10,8,31,Semi-mature,-0.15155,51.552213,"(51.527433, -0.126226)",/content/drive/MyDrive/data/sample_image/2811.png
2614,2070,Housing,1,Sorbus aria,Whitebeam,10,8,43,Mature,-0.138336,51.538116,"(51.527433, -0.126226)",/content/drive/MyDrive/data/sample_image/2812.png
2615,2212,Highways,1,Sorbus aria,Whitebeam,7,7,43,Mature,-0.204011,51.554813,"(51.555095, -0.145158)",/content/drive/MyDrive/data/sample_image/2813.png
2616,2277,Highways,1,Sorbus aria,Whitebeam,10,6,33,Mature,-0.185213,51.540275,"(51.555095, -0.145158)",/content/drive/MyDrive/data/sample_image/2814.png
2617,2553,Parks,1,Sorbus aria,Whitebeam,8,5,32,Mature,-0.12319,51.526924,"(51.555095, -0.145158)",/content/drive/MyDrive/data/sample_image/2815.png
2618,2554,Highways,1,Sorbus aria,Whitebeam,8,5,45,Mature,-0.172253,51.544982,"(51.555095, -0.145158)",/content/drive/MyDrive/data/sample_image/2816.png
2619,2585,Housing,1,Sorbus aria,Whitebeam,4,3,8,Young,-0.131655,51.532029,"(51.559806, -0.172593)",/content/drive/MyDrive/data/sample_image/2817.png
2620,2860,Parks,1,Sorbus aria,Whitebeam,11,7,22,Mature,-0.143793,51.567427,"(51.559806, -0.172593)",/content/drive/MyDrive/data/sample_image/2818.png
2621,2902,Highways,1,Sorbus aria,Whitebeam,8,5,33,Semi-mature,-0.194034,51.559898,"(51.559806, -0.172593)",/content/drive/MyDrive/data/sample_image/2819.png
2622,3041,Housing,1,Sorbus aria,Whitebeam,6,6,34,Semi-mature,-0.152311,51.551284,"(51.559806, -0.172593)",/content/drive/MyDrive/data/sample_image/2820.png
2623,3132,Highways,1,Sorbus aria,Whitebeam,6,4,29,Mature,-0.13991,51.547271,"(51.536834, -0.189171)",/content/drive/MyDrive/data/sample_image/2821.png
2624,3510,Highways,1,Sorbus aria,Whitebeam,7,6,50,Mature,-0.142429,51.553857,"(51.536834, -0.189171)",/content/drive/MyDrive/data/sample_image/2822.png
2625,3571,Highways,1,Sorbus aria,Whitebeam,4,2,10,Semi-mature,-0.168536,51.55512,"(51.536834, -0.189171)",/content/drive/MyDrive/data/sample_image/2823.png
2626,3576,Housing,1,Sorbus aria,Whitebeam,9,7,34,Mature,-0.145584,51.554118,"(51.536834, -0.189171)",/content/drive/MyDrive/data/sample_image/2824.png
2627,3782,Highways,1,Sorbus aria,Whitebeam,7,5,38,Mature,-0.143154,51.545589,"(51.537696, -0.188311)",/content/drive/MyDrive/data/sample_image/2825.png
2628,3849,Highways,1,Sorbus aria,Whitebeam,9,7,35,Semi-mature,-0.197975,51.558521,"(51.537696, -0.188311)",/content/drive/MyDrive/data/sample_image/2826.png
2629,3871,Parks,1,Sorbus aria,Whitebeam,15,7,34,Mature,-0.158672,51.540281,"(51.537696, -0.188311)",/content/drive/MyDrive/data/sample_image/2827.png
2630,3926,Highways,1,Sorbus aria,Whitebeam,8,5,37,Mature,-0.19435,51.543022,"(51.537696, -0.188311)",/content/drive/MyDrive/data/sample_image/2828.png
2631,3978,Highways,1,Sorbus aria,Whitebeam,10,6,30,Mature,-0.194785,51.542075,"(51.542986, -0.145258)",/content/drive/MyDrive/data/sample_image/2829.png
2632,4047,Parks,1,Sorbus aria,Whitebeam,14,6,33,Semi-mature,-0.14449,51.569127,"(51.542986, -0.145258)",/content/drive/MyDrive/data/sample_image/2830.png
2633,4052,Housing,1,Sorbus aria,Whitebeam,7,6,34,Mature,-0.146263,51.554912,"(51.542986, -0.145258)",/content/drive/MyDrive/data/sample_image/2831.png
2634,4087,Highways,1,Sorbus aria,Whitebeam,8,5,43,Mature,-0.144756,51.559465,"(51.542986, -0.145258)",/content/drive/MyDrive/data/sample_image/2832.png
2635,4162,Housing,1,Sorbus aria,Whitebeam,3,2,10,Semi-mature,-0.137728,51.53199,"(51.540475, -0.18426)",/content/drive/MyDrive/data/sample_image/2833.png
2636,4165,Parks,1,Sorbus aria,Whitebeam,9,9,53,Mature,-0.133045,51.546237,"(51.540475, -0.18426)",/content/drive/MyDrive/data/sample_image/2834.png
